name,size,about
PLANTBI 10,1,"Changing patterns of agriculture in relation to population growth, the biology ..."
PLANTBI 11,1,Fungi have interacted with humans in both positive and negative ways throughout...
PLANTBI 22,1,"Although often unseen, microbes are everywhere! This course covers the role tha..."
PLANTBI 24,1,Reading and discussion with Plant and Microbial Biology faculty on current rese...
PLANTBI 39E,1,Freshman and sophomore seminars offer lower division students the opportunity t...
PLANTBI 40,1,"Covers contemporary topics in plant biology. Examines how plants grow, reproduc..."
PLANTBI 84,1,Sophomore seminars are small interactive courses offered by faculty members in ...
PLANTBI C96,1,"Freshmen will be introduced to the ""culture"" of the biological sciences, along ..."
PLANTBI 98,1,"Lectures and small group discussions focusing on topics of interest, varying fr..."
PLANTBI 99,1,Lower division independent study and research intended for the academically sup...
PLANTBI C103,1,This course for upper division and graduate students will explore the molecular...
PLANTBI 104L,1,An introduction to microbiology research in which students generate gene knocko...
PLANTBI C107L,1,An analysis of the structural diversity of land plants plants with emphasis on ...
PLANTBI C109,1,"From the seahorse’s body to the venus flytrap’s jaws to the human brain, nature..."
PLANTBI C110L,1,"Selected aspects of fungi: their structure, reproduction, physiology, ecology, ..."
PLANTBI 113,1,This is a hands-on class in identification of macro fungi. Emphasis will be on ...
PLANTBI C114,1,This course will provide a comparative overview of virus life cycles and strate...
PLANTBI 122,1,"Offers an assessment of global energy supply and demand, addresses the chemistr..."
PLANTBI C124,1,After an introduction to the different aspects of our global energy consumption...
PLANTBI C134,1,"Survey of behavior, structure, and function of chromosomes with emphasis on beh..."
PLANTBI 135,1,"A study of physiological and biochemical processes in higher plants, including ..."
PLANTBI C148,1,Course emphasizes bacterial and archaeal genetics and comparative genomics. Gen...
PLANTBI 150,1,"An introduction to the structure, dynamics, and function of plant cells: organe..."
PLANTBI 170,1,This course is designed to introduce students to the principles and application...
PLANTBI 177,1,This course will cover several aspects of communicating quantitative informatio...
PLANTBI 180,1,An integrated and multidisciplinary approach to the study of interactions betwe...
PLANTBI 185,1,...
PLANTBI 190,1,This class is designed to develop skills in critical analysis of specific plant...
PLANTBI C192,1,"Seminar in which students consider how modern biotechnological approaches, incl..."
PLANTBI H196,1,Supervised independent honors research specific to aspects of the plant and mic...
PLANTBI 198,1,Group studies of selected topics....
PLANTBI 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PLANTBI 10,1,"Changing patterns of agriculture in relation to population growth, the biology ..."
PLANTBI 11,1,Fungi have interacted with humans in both positive and negative ways throughout...
PLANTBI 22,1,"Although often unseen, microbes are everywhere! This course covers the role tha..."
PLANTBI 24,1,Reading and discussion with Plant and Microbial Biology faculty on current rese...
PLANTBI 39E,1,Freshman and sophomore seminars offer lower division students the opportunity t...
PLANTBI 40,1,"Covers contemporary topics in plant biology. Examines how plants grow, reproduc..."
PLANTBI 84,1,Sophomore seminars are small interactive courses offered by faculty members in ...
PLANTBI C96,1,"Freshmen will be introduced to the ""culture"" of the biological sciences, along ..."
PLANTBI 98,1,"Lectures and small group discussions focusing on topics of interest, varying fr..."
PLANTBI 99,1,Lower division independent study and research intended for the academically sup...
PLANTBI C103,1,This course for upper division and graduate students will explore the molecular...
PLANTBI 104L,1,An introduction to microbiology research in which students generate gene knocko...
PLANTBI C107L,1,An analysis of the structural diversity of land plants plants with emphasis on ...
PLANTBI C109,1,"From the seahorse’s body to the venus flytrap’s jaws to the human brain, nature..."
PLANTBI C110L,1,"Selected aspects of fungi: their structure, reproduction, physiology, ecology, ..."
PLANTBI 113,1,This is a hands-on class in identification of macro fungi. Emphasis will be on ...
PLANTBI C114,1,This course will provide a comparative overview of virus life cycles and strate...
PLANTBI 122,1,"Offers an assessment of global energy supply and demand, addresses the chemistr..."
PLANTBI C124,1,After an introduction to the different aspects of our global energy consumption...
PLANTBI C134,1,"Survey of behavior, structure, and function of chromosomes with emphasis on beh..."
PLANTBI 135,1,"A study of physiological and biochemical processes in higher plants, including ..."
PLANTBI C148,1,Course emphasizes bacterial and archaeal genetics and comparative genomics. Gen...
PLANTBI 150,1,"An introduction to the structure, dynamics, and function of plant cells: organe..."
PLANTBI 170,1,This course is designed to introduce students to the principles and application...
PLANTBI 177,1,This course will cover several aspects of communicating quantitative informatio...
PLANTBI 180,1,An integrated and multidisciplinary approach to the study of interactions betwe...
PLANTBI 185,1,...
PLANTBI 190,1,This class is designed to develop skills in critical analysis of specific plant...
PLANTBI C192,1,"Seminar in which students consider how modern biotechnological approaches, incl..."
PLANTBI H196,1,Supervised independent honors research specific to aspects of the plant and mic...
PLANTBI 198,1,Group studies of selected topics....
PLANTBI 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PLANTBI 10,1,"Changing patterns of agriculture in relation to population growth, the biology ..."
PLANTBI 11,1,Fungi have interacted with humans in both positive and negative ways throughout...
PLANTBI 22,1,"Although often unseen, microbes are everywhere! This course covers the role tha..."
PLANTBI 24,1,Reading and discussion with Plant and Microbial Biology faculty on current rese...
PLANTBI 39E,1,Freshman and sophomore seminars offer lower division students the opportunity t...
PLANTBI 40,1,"Covers contemporary topics in plant biology. Examines how plants grow, reproduc..."
PLANTBI 84,1,Sophomore seminars are small interactive courses offered by faculty members in ...
PLANTBI C96,1,"Freshmen will be introduced to the ""culture"" of the biological sciences, along ..."
PLANTBI 98,1,"Lectures and small group discussions focusing on topics of interest, varying fr..."
PLANTBI 99,1,Lower division independent study and research intended for the academically sup...
PLANTBI C103,1,This course for upper division and graduate students will explore the molecular...
PLANTBI 104L,1,An introduction to microbiology research in which students generate gene knocko...
PLANTBI C107L,1,An analysis of the structural diversity of land plants plants with emphasis on ...
PLANTBI C109,1,"From the seahorse’s body to the venus flytrap’s jaws to the human brain, nature..."
PLANTBI C110L,1,"Selected aspects of fungi: their structure, reproduction, physiology, ecology, ..."
PLANTBI 113,1,This is a hands-on class in identification of macro fungi. Emphasis will be on ...
PLANTBI C114,1,This course will provide a comparative overview of virus life cycles and strate...
PLANTBI 122,1,"Offers an assessment of global energy supply and demand, addresses the chemistr..."
PLANTBI C124,1,After an introduction to the different aspects of our global energy consumption...
PLANTBI C134,1,"Survey of behavior, structure, and function of chromosomes with emphasis on beh..."
PLANTBI 135,1,"A study of physiological and biochemical processes in higher plants, including ..."
PLANTBI C148,1,Course emphasizes bacterial and archaeal genetics and comparative genomics. Gen...
PLANTBI 150,1,"An introduction to the structure, dynamics, and function of plant cells: organe..."
PLANTBI 170,1,This course is designed to introduce students to the principles and application...
PLANTBI 177,1,This course will cover several aspects of communicating quantitative informatio...
PLANTBI 180,1,An integrated and multidisciplinary approach to the study of interactions betwe...
PLANTBI 185,1,...
PLANTBI 190,1,This class is designed to develop skills in critical analysis of specific plant...
PLANTBI C192,1,"Seminar in which students consider how modern biotechnological approaches, incl..."
PLANTBI H196,1,Supervised independent honors research specific to aspects of the plant and mic...
PLANTBI 198,1,Group studies of selected topics....
PLANTBI 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PLANTBI 10,1,"Changing patterns of agriculture in relation to population growth, the biology ..."
PLANTBI 11,1,Fungi have interacted with humans in both positive and negative ways throughout...
PLANTBI 22,1,"Although often unseen, microbes are everywhere! This course covers the role tha..."
PLANTBI 24,1,Reading and discussion with Plant and Microbial Biology faculty on current rese...
PLANTBI 39E,1,Freshman and sophomore seminars offer lower division students the opportunity t...
PLANTBI 40,1,"Covers contemporary topics in plant biology. Examines how plants grow, reproduc..."
PLANTBI 84,1,Sophomore seminars are small interactive courses offered by faculty members in ...
PLANTBI C96,1,"Freshmen will be introduced to the ""culture"" of the biological sciences, along ..."
PLANTBI 98,1,"Lectures and small group discussions focusing on topics of interest, varying fr..."
PLANTBI 99,1,Lower division independent study and research intended for the academically sup...
PLANTBI C103,1,This course for upper division and graduate students will explore the molecular...
PLANTBI 104L,1,An introduction to microbiology research in which students generate gene knocko...
PLANTBI C107L,1,An analysis of the structural diversity of land plants plants with emphasis on ...
PLANTBI C109,1,"From the seahorse’s body to the venus flytrap’s jaws to the human brain, nature..."
PLANTBI C110L,1,"Selected aspects of fungi: their structure, reproduction, physiology, ecology, ..."
PLANTBI 113,1,This is a hands-on class in identification of macro fungi. Emphasis will be on ...
PLANTBI C114,1,This course will provide a comparative overview of virus life cycles and strate...
PLANTBI 122,1,"Offers an assessment of global energy supply and demand, addresses the chemistr..."
PLANTBI C124,1,After an introduction to the different aspects of our global energy consumption...
PLANTBI C134,1,"Survey of behavior, structure, and function of chromosomes with emphasis on beh..."
PLANTBI 135,1,"A study of physiological and biochemical processes in higher plants, including ..."
PLANTBI C148,1,Course emphasizes bacterial and archaeal genetics and comparative genomics. Gen...
PLANTBI 150,1,"An introduction to the structure, dynamics, and function of plant cells: organe..."
PLANTBI 170,1,This course is designed to introduce students to the principles and application...
PLANTBI 177,1,This course will cover several aspects of communicating quantitative informatio...
PLANTBI 180,1,An integrated and multidisciplinary approach to the study of interactions betwe...
PLANTBI 185,1,...
PLANTBI 190,1,This class is designed to develop skills in critical analysis of specific plant...
PLANTBI C192,1,"Seminar in which students consider how modern biotechnological approaches, incl..."
PLANTBI H196,1,Supervised independent honors research specific to aspects of the plant and mic...
PLANTBI 198,1,Group studies of selected topics....
PLANTBI 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PLANTBI 10,1,"Changing patterns of agriculture in relation to population growth, the biology ..."
PLANTBI 11,1,Fungi have interacted with humans in both positive and negative ways throughout...
PLANTBI 22,1,"Although often unseen, microbes are everywhere! This course covers the role tha..."
PLANTBI 24,1,Reading and discussion with Plant and Microbial Biology faculty on current rese...
PLANTBI 39E,1,Freshman and sophomore seminars offer lower division students the opportunity t...
PLANTBI 40,1,"Covers contemporary topics in plant biology. Examines how plants grow, reproduc..."
PLANTBI 84,1,Sophomore seminars are small interactive courses offered by faculty members in ...
PLANTBI C96,1,"Freshmen will be introduced to the ""culture"" of the biological sciences, along ..."
PLANTBI 98,1,"Lectures and small group discussions focusing on topics of interest, varying fr..."
PLANTBI 99,1,Lower division independent study and research intended for the academically sup...
PLANTBI C103,1,This course for upper division and graduate students will explore the molecular...
PLANTBI 104L,1,An introduction to microbiology research in which students generate gene knocko...
PLANTBI C107L,1,An analysis of the structural diversity of land plants plants with emphasis on ...
PLANTBI C109,1,"From the seahorse’s body to the venus flytrap’s jaws to the human brain, nature..."
PLANTBI C110L,1,"Selected aspects of fungi: their structure, reproduction, physiology, ecology, ..."
PLANTBI 113,1,This is a hands-on class in identification of macro fungi. Emphasis will be on ...
PLANTBI C114,1,This course will provide a comparative overview of virus life cycles and strate...
PLANTBI 122,1,"Offers an assessment of global energy supply and demand, addresses the chemistr..."
PLANTBI C124,1,After an introduction to the different aspects of our global energy consumption...
PLANTBI C134,1,"Survey of behavior, structure, and function of chromosomes with emphasis on beh..."
PLANTBI 135,1,"A study of physiological and biochemical processes in higher plants, including ..."
PLANTBI C148,1,Course emphasizes bacterial and archaeal genetics and comparative genomics. Gen...
PLANTBI 150,1,"An introduction to the structure, dynamics, and function of plant cells: organe..."
PLANTBI 170,1,This course is designed to introduce students to the principles and application...
PLANTBI 177,1,This course will cover several aspects of communicating quantitative informatio...
PLANTBI 180,1,An integrated and multidisciplinary approach to the study of interactions betwe...
PLANTBI 185,1,...
PLANTBI 190,1,This class is designed to develop skills in critical analysis of specific plant...
PLANTBI C192,1,"Seminar in which students consider how modern biotechnological approaches, incl..."
PLANTBI H196,1,Supervised independent honors research specific to aspects of the plant and mic...
PLANTBI 198,1,Group studies of selected topics....
PLANTBI 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
