name,size,about
STAT 0PX,1,This course assists entering Freshman students with basic statistical concepts ...
STAT 2,1,"Population and variables. Standard measures of location, spread and association..."
STAT C8R,1,"An introduction to computational thinking and quantitative reasoning, preparing..."
STAT 21,1,"Descriptive statistics, probability models and related concepts, sample surveys..."
STAT W21,1,"Reasoning and fallacies, descriptive statistics, probability models and related..."
STAT 24,1,The Berkeley Seminar Program has been designed to provide new students with the...
STAT 33B,1,The course is designed primarily for those who are already familiar with progra...
STAT 39D,1,Freshman and sophomore seminars offer lower division students the opportunity t...
STAT C79,1,"Defining, perceiving, quantifying and measuring risk; identifying risks and est..."
STAT 94,1,Topics will vary semester to semester....
STAT 97,1,Supervised experience relevant to specific aspects of statistics in off-campus ...
STAT 98,1,Must be taken at the same time as either Statistics 2 or 21. This course assist...
STAT 151A,1,A coordinated treatment of linear and generalized linear models and their appli...
STAT 157,1,Substantial student participation required. The topics to be covered each semes...
STAT H195,1, ...
STAT 197,1,Supervised experience relevant to specific aspects of statistics in on-campus o...
STAT 198,1,Special tutorial or seminar on selected topics....
STAT 199,1, ...
