name,size,about
SPANISH 1,1,"Terms offered: Summer 2020 8 Week Session, Spring 2020, Fall 2019..."
SPANISH R1B,1,"Terms offered: Spring 2020, Spring 2019, Spring 2018..."
SPANISH 2,1,"Terms offered: Summer 2020 8 Week Session, Spring 2020, Fall 2019..."
SPANISH 3,1,"Terms offered: Summer 2020 8 Week Session, Spring 2020, Fall 2019..."
SPANISH 4,1,"Terms offered: Summer 2020 8 Week Session, Spring 2020, Fall 2019..."
SPANISH N4,1,"Terms offered: Summer 2020 8 Week Session, Summer 2019 8 Week Session, Summer 2..."
SPANISH 25,1,"Terms offered: Summer 2020 Second 6 Week Session, Spring 2020, Fall 2019..."
SPANISH 100,1,"Terms offered: Spring 2020, Fall 2019, Spring 2019..."
SPANISH 101,1,Terms offered: Prior to 2007...
SPANISH 102A,1,"Terms offered: Spring 2020, Fall 2019, Spring 2019..."
SPANISH 102C,1,"Terms offered: Spring 2020, Spring 2019, Fall 2018..."
SPANISH N102C,1,"Terms offered: Summer 2020 8 Week Session, Summer 2019 8 Week Session, Summer 2..."
SPANISH 104A,1,"Terms offered: Fall 2019, Spring 2019, Fall 2017..."
SPANISH 104B,1,"Terms offered: Spring 2020, Spring 2019, Spring 2018..."
SPANISH 107A,1,"Terms offered: Fall 2019, Fall 2018, Fall 2017..."
SPANISH 107B,1,"Terms offered: Spring 2020, Spring 2019, Spring 2018..."
SPANISH 109,1,"Terms offered: Spring 2017, Spring 2014, Spring 2011..."
SPANISH 111A,1,"Terms offered: Fall 2018, Spring 2018, Fall 2015..."
SPANISH 111B,1,"Terms offered: Fall 2019, Spring 2017, Spring 2015..."
SPANISH 112,1,"Terms offered: Spring 2020, Fall 2018, Fall 2017..."
SPANISH 113,1,"Terms offered: Fall 2011, Fall 2007, Fall 2006..."
SPANISH 115,1,"Terms offered: Fall 2019, Spring 2019, Spring 2018..."
SPANISH 122,1,"Terms offered: Summer 2020 8 Week Session, Summer 2019 8 Week Session, Summer 2..."
SPANISH 131,1,"Terms offered: Fall 2019, Fall 2017, Fall 2004..."
SPANISH 135,1,"Terms offered: Summer 2020 Second 6 Week Session, Spring 2020, Fall 2019..."
SPANISH 142,1,Terms offered: Spring 2020...
SPANISH 161,1,"Terms offered: Fall 2019, Fall 2018, Fall 2017..."
SPANISH 162,1,"Terms offered: Spring 2020, Fall 2018, Spring 2017..."
SPANISH 163,1,"Terms offered: Spring 2020, Spring 2019, Spring 2018..."
SPANISH 164,1,"Terms offered: Fall 2019, Fall 2018, Fall 2017..."
SPANISH 165,1,"Terms offered: Spring 2019, Fall 2006, Fall 1997..."
SPANISH 166,1,"Terms offered: Spring 2019, Spring 2014, Spring 2013..."
SPANISH 170,1,Terms offered: Fall 2015...
SPANISH 179,1,"Terms offered: Spring 2017, Fall 2015, Fall 2009..."
SPANISH H195,1,"Terms offered: Spring 2016, Fall 2015, Spring 2015..."
SPANISH 199,1,"Terms offered: Fall 2018, Spring 2016, Fall 2015..."
