name,size,about
THEATER 10,1,Fundamentals of Acting I (Theater 10) is the entry level course for the acting ...
THEATER 14,1,Workshop involving performers in collaborative development of new performance; ...
THEATER 105,1,Movement for Actors explores the kinesthetic relationship of the actor to the p...
THEATER 109,1,Fundamentals of Acting II (Theater 109) continues working with and expands upon...
THEATER 110A,1,While continuing the work begun in Fundamentals of Acting I and II (Theater 10 ...
THEATER 110B,1,"While continuing work begun in Theater 10 & 109, Interm. Acting: Shakespeare (1..."
THEATER 111,1,Advanced Acting Studio (Theater 111) finishes the acting technique progression ...
THEATER 115,1,"Intensive group study, rehearsal, and performance of a play or selected dramati..."
THEATER 162,1,"Beginning study of principles of stage composition, blocking, and analysis of d..."
THEATER 163,1,Study of principles and practice of stage directing....
THEATER 175A,1,...
THEATER 175B,1,This is the second of two classes in stage lighting design and execution. In ...
