name,size,about
ART 13,1,This course will introduce students to a broad scope of painting practices. Stu...
ART 102,1,This studio class for art majors will help advance their practice through pract...
ART 13,1,This course will introduce students to a broad scope of painting practices. Stu...
ART 102,1,This studio class for art majors will help advance their practice through pract...
ART 13,1,This course will introduce students to a broad scope of painting practices. Stu...
ART 102,1,This studio class for art majors will help advance their practice through pract...
ART 13,1,This course will introduce students to a broad scope of painting practices. Stu...
ART 102,1,This studio class for art majors will help advance their practice through pract...
ART 13,1,This course will introduce students to a broad scope of painting practices. Stu...
ART 102,1,This studio class for art majors will help advance their practice through pract...
ART 13,1,This course will introduce students to a broad scope of painting practices. Stu...
ART 102,1,This studio class for art majors will help advance their practice through pract...
