name,size,about
PHYSICS H7A,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS H7B,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS H7C,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS C10,1,"The most interesting and important topics in physics, stressing conceptual unde..."
PHYSICS 24,1,The Berkeley Seminar Program has been designed to provide new students with the...
PHYSICS 39,1,Enrollment limited to 20 students per section. Physics seminar course designed ...
PHYSICS 49,1,"Students with partial credit in lower division physics courses may, with consen..."
PHYSICS 98,1, ...
PHYSICS 98BC,1,"Berkeley Connect is a mentoring program, offered through various academic depar..."
PHYSICS 99,1, ...
PHYSICS 100,1,For undergraduate and graduate students interested in improving their ability t...
PHYSICS 138,1,"This course covers atomic, molecular, and optical physics as a quantitative des..."
PHYSICS 142,1,"Motion of charged particles in electric and magnetic fields, dynamics of fully ..."
PHYSICS 151,1,Topics vary from semester to semester. The subject matter level and scope of th...
PHYSICS 153,1,This course is designed to assist physics and other physical sciences transfer ...
PHYSICS H190,1,A seminar which includes study and reports on current theoretical and experimen...
PHYSICS C191,1,This multidisciplinary course provides an introduction to fundamental conceptua...
PHYSICS H195A,1,Thesis work under the supervision of a faculty member. To obtain credit the stu...
PHYSICS H195B,1,Thesis work under the supervision of a faculty member. To obtain credit the stu...
PHYSICS 198,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PHYSICS 198BC,1,"Berkeley Connect is a mentoring program, offered through various academic depar..."
PHYSICS 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PHYSICS H7A,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS H7B,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS H7C,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS C10,1,"The most interesting and important topics in physics, stressing conceptual unde..."
PHYSICS 24,1,The Berkeley Seminar Program has been designed to provide new students with the...
PHYSICS 39,1,Enrollment limited to 20 students per section. Physics seminar course designed ...
PHYSICS 49,1,"Students with partial credit in lower division physics courses may, with consen..."
PHYSICS 98,1, ...
PHYSICS 98BC,1,"Berkeley Connect is a mentoring program, offered through various academic depar..."
PHYSICS 99,1, ...
PHYSICS 100,1,For undergraduate and graduate students interested in improving their ability t...
PHYSICS 138,1,"This course covers atomic, molecular, and optical physics as a quantitative des..."
PHYSICS 142,1,"Motion of charged particles in electric and magnetic fields, dynamics of fully ..."
PHYSICS 151,1,Topics vary from semester to semester. The subject matter level and scope of th...
PHYSICS 153,1,This course is designed to assist physics and other physical sciences transfer ...
PHYSICS H190,1,A seminar which includes study and reports on current theoretical and experimen...
PHYSICS C191,1,This multidisciplinary course provides an introduction to fundamental conceptua...
PHYSICS H195A,1,Thesis work under the supervision of a faculty member. To obtain credit the stu...
PHYSICS H195B,1,Thesis work under the supervision of a faculty member. To obtain credit the stu...
PHYSICS 198,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PHYSICS 198BC,1,"Berkeley Connect is a mentoring program, offered through various academic depar..."
PHYSICS 199,1,Enrollment restrictions apply; see the Introduction to Courses and Curricula se...
PHYSICS H7A,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS H7B,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS H7C,1,"Honors sequence corresponding to 7A-7B-7C, but with a greater emphasis on theor..."
PHYSICS C10,1,"The most interesting and important topics in physics, stressing conceptual unde..."
PHYSICS 24,1,The Berkeley Seminar Program has been designed to provide new students with the...
PHYSICS 39,1,Enrollment limited to 20 students per section. Physics seminar course designed ...
PHYSICS 49,1,"Students with partial credit in lower division physics courses may, with consen..."
PHYSICS 98,1, ...
PHYSICS 98BC,1,"Berkeley Connect is a mentoring program, offered through various academic depar..."
PHYSICS 99,1, ...
PHYSICS 100,1,For undergraduate and graduate students interested in improving their ability t...
PHYSICS 138,1,"This course covers atomic, molecular, and optical physics as a quantitative des..."
PHYSICS 142,1,"Motion of charged particles in electric and magnetic fields, dynamics of fully ..."
PHYSICS 151,1,Topics vary from semester to semester. The subject matter level and scope of th...
PHYSICS 153,1,This course is designed to assist physics and other physical sciences transfer ...
PHYSICS H190,1,A seminar which includes study and reports on current theoretical and experimen...
